CLAVE SITIO,NOMBRE DEL SITIO,COLI_FEC,COT,COT_SOL,N_NH3,N_NO2,N_NO3,N_ORG,N_TOT,N_TOTK,P_TOT,ORTO_PO4,COLOR_VER,ABS_UV,SDT,SST,TURBIEDAD,AS_TOT,CD_TOT,CR_TOT,HG_TOT,NI_TOT,PB_TOT,TEMP_AMB
OCPNO4614,PRESA PICACHOS,309,3.1455,3.1455,0.427664,0.002113,0.008005,0.626655,1.064437,1.054319,0.211632,0.003465,25,0.09785,69.76,122,11,0.0108,0.0002,0.00088,0.000089,0.0002,0.00154,34
OCPNO4614,PRESA PICACHOS,1224,3.4887,3.4887,0.043949,0.002027,0.00367,0.446129,0.495775,0.490078,0.085079,0.018805,8,0.06229,103.68,10,3.3,0.00139,0.0002,0.00088,0.000833,0.0002,0.00154,28
OCPNO4614,PRESA PICACHOS,813,3.386,3.386,0.043113,0.00474,0.051827,0.355873,0.455553,0.398986,0.073668,0.005455,15,0.05874,92.544,10,3.7,0.00139,0.0002,0.00088,0.00009,0.0002,0.00154,31
OCPNO4614,PRESA PICACHOS,75,4.018,3.847,0.574414,0.004001,0.025955,0.514962,1.119332,1.089376,0.135775,0.009382,25,0.11461,85.632,14,4.4,0.00139,0.0002,0.00088,0.00009,0.0002,0.00154,32
OCPNO4614,PRESA PICACHOS,443,4.439,4.356,0.035109,0.002017,0.008483,0.69302,0.738629,0.728129,0.031558,0.010497,10,0.11097,87.104,10,3.4,0.00139,0.0002,0.00088,0.000039,0.0002,0.00154,21.6
OCPNO4614,PRESA PICACHOS,249,2.969,2.759,0.096623,0.0023,0.0239,0,0.122823,0.096623,0.032805,0.0049,13,0.02363,107.328,10,4.5,0.00139,0.0002,0.00088,0.00009,0.0002,0.00154,25.7
OCPNO4614,PRESA PICACHOS,10,4.616,3.775,0.091053,0.003956,0.159865,0.3145,0.569374,0.405553,0.06176,0.032833,50,0.14282,67.84,12,17,0.00139,0.0002,0.0046,0.00009,0.0002,0.00154,21.5
OCPNO4614,PRESA PICACHOS,3873,3.628,3.526,0.031276,0.004938,0.022512,0.10498,0.163706,0.136256,0.047361,0.014739,20,0.10403,68.48,10,4.4,0.00139,0.00023,0.00088,0.00009,0.0002,0.00154,21.9
OCPNO4614,PRESA PICACHOS,110,6.401,3.835,0.028748,0.002344,0.009136,0.58747,0.627698,0.616218,0.038522,0.009873,13,0.09682,120.64,10,5,0.00139,0.00023,0.00088,0.00009,0.0002,0.00154,32
OCPNO4615,RIO PRESIDIO 5,24196,6.0493,4.2438,0.3439,0.0092,0.1051,0.2907,0.7489,0.6346,0.1569,0.085,100,0.009,305.28,11.6667,30,0.0138,0.0002,0.00088,0.0002,0.0002,0.0058,31.02
OCPNO4615,RIO PRESIDIO 5,122,4.8715,3.0279,0.2349,0.0026,0.0527,0.1773,0.4675,0.4122,0.1188,0.0217,30,0.0055,150.4,10,13,0.0133,0.0002,0.0076,0.00009,0.0002,0.0447,31.7
OCPNO4615,RIO PRESIDIO 5,218,6.317,2.9382,0.0619,0.0079,0.0526,0.2603,0.3827,0.3222,0.1022,0.0196,10,0.0336,132.6912,10,1,0.00139,0.0002,0.00088,0.00009,0.0002,0.00154,22.63
OCPNO4615,RIO PRESIDIO 5,31,6.9287,3.665,0.0511,0.0027,0.0801,0.0433,0.1772,0.0944,0.0455,0.0187,10,0.0288,124.16,10,1.1,0.00139,0.0002,0.00088,0.0001,0.0002,0.00154,25.64
OCPNO4615,RIO PRESIDIO 5,1274,3.4397,3.4397,0.1311,0.0026,0.0262,0.2849,0.4448,0.416,0.0889,0.055,12.5,0.009,120.96,10,1,0.0101,0.0002,0.00088,0.0001,0.0002,0.00154,35.1
OCPNO4615,RIO PRESIDIO 5,2909,3.1911,3.1783,0.3399,0.0048,0.0343,0.3354,0.7144,0.6753,0.1186,0.0637,30,0.0941,124.8,10,3.2,0.0133,0.0002,0.00088,0.0002,0.0002,0.00154,38.1
OCPNO4615,RIO PRESIDIO 5,1918,3.9247,3.9247,0.1566,0.0025,0.0478,0.3884,0.5953,0.545,0.0183,0.0082,25,0.119,120.96,10,2.4,0.00139,0.0002,0.00088,0.0002,0.0002,0.00154,31.7
OCPNO4615,RIO PRESIDIO 5,108,6.5,3.717,0.104,0.007,0.127,0.609,0.847,0.713,0.101,0.037,40,0.116,80,60.5,25,0.006,0.0002,0.00088,0.0002,0.0002,0.00154,32.8
OCPNO4615,RIO PRESIDIO 5,3654,2.546,2.546,0.077,0.002,0.142,0.226,0.447,0.303,0.042,0.02,15,0.107,108.8,10,8,0.0079,0.0002,0.00088,0.00009,0.0002,0.00154,34.8
OCPNO4615,RIO PRESIDIO 5,350,3.598,2.357,0.327,0.003,0.039,0.495,0.864,0.822,0.076,0.038,12.5,0.113,85.76,6.3,4,0.0103,0.0002,0.00088,0.00038,0.0002,0.00154,39.5
OCPNO4615,RIO PRESIDIO 5,4611,5.622,3.143,0.395,0.048,0.214,0.355,1.012,0.75,0.097,0.05,40,0.099,112.192,16.5,15,0.017,0.0002,0.00088,0.00009,0.0023,0.00154,32.5
OCPNO4615,RIO PRESIDIO 5,776,2.958,2.371,0.104,0.003,0.292,0.521,0.92,0.625,0.103,0.042,200,0.128,102.208,41,72.5,0.00139,0.0002,0.005,0.00009,0.0049,0.00154,32
OCPNO4615,RIO PRESIDIO 5,1354,4.3139,4.3139,0.080217,0.003,0.1302,0.321067,0.534484,0.401284,0.06137,0.0297,40,0.11,97.792,10.56,17,0.00139,0.0002,0.00088,0.000075,0.0002,0.00154,30
OCPNO4615,RIO PRESIDIO 5,1145,10.885,10.301,0.123326,0.007922,0.032123,0.232021,0.395392,0.355347,0.088032,0.044767,20,0.08,92.288,6,5.5,0.00139,0.0002,0.00088,0.00015,0.0002,0.00154,30
OCPNO4615,RIO PRESIDIO 5,471,4.4716,3.2649,0.302072,0.005024,0.012062,0.797379,1.116537,1.099451,0.094198,0.032731,25,0.101,117.76,11,5.5,0.00139,0.0002,0.00088,0.00009,0.0002,0.00154,36
OCPNO4615,RIO PRESIDIO 5,2489,5.5261,5.2301,0.085006,0.0038,0.230999,0.450913,0.770718,0.535919,0.127569,0.063428,250,0.199,124.16,76.67,85,0.0088,0.0002,0.00088,0.00009,0.0002,0.00154,35
OCPNO4615,RIO PRESIDIO 5,1250,3.5933,3.2172,0.078184,0.0009,0.2195,0.845634,1.144218,0.923818,0.25756,0.0254,250,0.14523,58.88,110,150,0.00139,0.0002,0.04,0.00015,0.0201,0.0147,32
OCPNO4615,RIO PRESIDIO 5,1467,3.1904,2.4743,0.081497,0.002203,0.225471,0.586403,0.895574,0.6679,0.331541,0.043983,150,0.12909,40.32,26,70,0.00139,0.0002,0.00088,0.000096,0.0002,0.00154,31
OCPNO4615,RIO PRESIDIO 5,512,2.7426,2.4489,0.025399,0.001948,0.045788,0.364817,0.437952,0.390216,0.058107,0.00336,10,0.06798,91.712,10,2,0.00139,0.0002,0.00088,0.00009,0.0002,0.00154,28
OCPNO4615,RIO PRESIDIO 5,9208,1.2336,1.2133,0.13008,0.002245,0.015702,0.290795,0.438822,0.420875,0.04582,0.009086,13,0.06901,87.04,10,1,0.00139,0.0002,0.00088,0.00009,0.0002,0.00154,28
OCPNO4615,RIO PRESIDIO 5,1725,2.9884,2.9884,0.473779,0.004912,0.011968,0.201864,0.692523,0.675643,0.159274,0.042137,20,0.09637,85.76,10,2.2,0.00139,0.0002,0.0314,0.000132,0.0002,0.00154,33
OCPNO4615,RIO PRESIDIO 5,933,3.4934,2.5309,0.701449,0.0113,0.023527,0.306769,1.043045,1.008218,0.088873,0.04721,50,0.08961,128.64,14.74,16,0.0131,0.0002,0.00088,0.000098,0.0002,0.00154,33
OCPNO4615,RIO PRESIDIO 5,1782,5.1991,5.1991,0.376152,0.002818,0.099805,0.180304,0.659079,0.556456,0.137443,0.019186,100,0.18187,71.68,33,70,0.00139,0.0002,0.0065,0.00009,0.0002,0.00154,30
OCPNO4615,RIO PRESIDIO 5,2046,2.143,1.38,0.04195,0.00184,0.06247,0.34329,0.44955,0.38524,0.02402,0.00556,13,0.086,79.232,10,1.2,0.00139,0.0002,0.00088,0.00009,0.0002,0.00154,23
OCPNO4615,RIO PRESIDIO 5,878,3.297,3.169,0.06205,0.00203,0.10875,0.31189,0.48472,0.37394,0.03075,0.00434,13,0.084,94.848,10,1.6,0.00139,0.0002,0.00088,0.000053,0.0002,0.00154,31
OCPNO4615,RIO PRESIDIO 5,2098,3.281,3.281,0.2669,0.01634,0.15067,0.38053,0.81444,0.64743,0.07022,0.04357,25,0.121,100.544,10,1.7,0.00139,0.0002,0.00088,0.00009,0.0002,0.00154,31
OCPNO4615,RIO PRESIDIO 5,2909,3.143,3.143,0.532093,0.028874,0.065023,0.28149,0.90748,0.813583,0.09513,0.04852,13,0.161,104.128,10,3.9,0.00139,0.0002,0.00088,0.000173,0.0002,0.00154,29
OCPNO4615,RIO PRESIDIO 5,1224,3.89,3.89,0.90241,0.01761,0.16049,0,1.08051,0.90241,0.07636,0.05605,60,0.165,110.464,10,100,0.00139,0.0002,0.00088,0.000106,0.0002,0.00154,28
OCPNO4615,RIO PRESIDIO 5,2143,4.825,4.601,0.14611,0.00284,0.04705,0.72922,0.92522,0.87533,0.04756,0.03146,25,0.166,94.144,10,8.3,0.00139,0.0002,0.00088,0.000074,0.0002,0.00154,34
OCPNO4615,RIO PRESIDIO 5,1145,3.518,3.349,0.03952,0.00527,0.27601,0.62597,0.94677,0.66549,0.05391,0.04717,10,0.092,115.776,10,2.4,0.00139,0.0002,0.00088,0.00009,0.0002,0.00154,25
OCPNO4615,RIO PRESIDIO 5,3654,3.203,3.203,0.080828,0.00262,0.122152,0.34712,0.55272,0.427948,0.02339,0.01072,13,0.118,82.56,10,1.5,0.00139,0.0002,0.00088,0.00009,0.0002,0.00154,22.6
OCPNO4615,RIO PRESIDIO 5,5172,3.719,3.46,0.038414,0.0127,0.104,0.58975,0.744864,0.628164,0.03547,0.0062,8,0.112,86.912,10,0.6,0.00139,0.0002,0.00088,0.00009,0.0002,0.00154,23.9
OCPNO4615,RIO PRESIDIO 5,395,3.231,3.231,0.264602,0.008666,0.063607,0,0.336875,0.264602,0.04138,0.03974,13,0.022,84.736,10,1.6,0.00139,0.0002,0.00088,0.000088,0.0002,0.00154,34.9
OCPNO4615,RIO PRESIDIO 5,1331,4.07,3.782,0.116248,0.004443,0.071592,0.49535,0.687633,0.611598,0.05205,0.01425,50,0.166,72.96,10,17,0.00139,0.0002,0.00088,0.00009,0.0002,0.00154,27.8
OCPNO4615,RIO PRESIDIO 5,317,3.7,3.327,0.17929,0.01282,0.071637,0.45066,0.714407,0.62995,0.13821,0.04906,70,0.144,76.16,10.5,19,0.00139,0.0002,0.0157,0.00009,0.0345,0.00154,28.7
OCPNO4615,RIO PRESIDIO 5,2143,3.204,3.204,0.034473,0.00254,0.230728,0.24342,0.511161,0.277893,0.06272,0.03361,50,0.136,67.2,10,7.7,0.00139,0.00023,0.00088,0.00009,0.0002,0.00154,22
OCPNO4615,RIO PRESIDIO 5,246,3.697,3.01,0.543163,0.019504,0.068837,0.40598,1.037484,0.949143,0.13389,0.05541,50,0.156,116.48,10,7,0.00139,0.00023,0.0015,0.00009,0.0002,0.00154,28.4
OCPNO4616,RIO PRESIDIO 4,1309,2.8379,0.7515,0.1039,0.005,0.0331,0.3061,0.4481,0.41,0.0856,0.024,30,0.005,102.4,10,6.5,0.0147,0.0002,0.00088,0.00009,0.0002,0.0241,29
OCPNO4616,RIO PRESIDIO 4,878,2.9663,2.8745,0.0431,0.0023,0.0106,0.3428,0.3988,0.3859,0.1015,0.0195,15,0.009,129.2288,10,2.3,0.00139,0.0002,0.00088,0.00009,0.0002,0.00154,25.3
OCPNO4616,RIO PRESIDIO 4,52,6.6413,3.4645,0.0385,0.0061,0.2038,0.3896,0.638,0.4281,0.1292,0.0087,7.5,0.0283,124.16,8.3333,2.5,0.00139,0.0002,0.00088,0.0003,0.0002,0.00154,24.4
OCPNO4616,RIO PRESIDIO 4,275,3.4569,3.4569,0.0311,0.0028,0.0181,0.3693,0.4213,0.4004,0.0674,0.0376,12.5,0.009,118.72,10,0.9,0.0132,0.0002,0.00088,0.0001,0.0002,0.00154,36.2
OCPNO4616,RIO PRESIDIO 4,259,3.7324,3.6865,0.0408,0.0132,0.1722,0.2786,0.5048,0.3194,0.1074,0.0434,20,0.0711,126.72,10,1.7,0.0096,0.0002,0.00088,0.0004,0.0002,0.00154,41.8
OCPNO4616,RIO PRESIDIO 4,4611,7.7691,5.1465,0.5799,0.0037,0.0615,0.0091,0.6542,0.589,0.0412,0.0086,30,0.129,116.48,18,8,0.00139,0.0002,0.00088,0.0006,0.0002,0.00154,28.1
OCPNO4616,RIO PRESIDIO 4,20,8.529,4.658,0.188,0.006,0.051,0.272,0.517,0.46,0.047,0.028,30,0.125,82.56,11.333,2,0.007,0.0002,0.00088,0.0002,0.0002,0.00154,34.7
OCPNO4616,RIO PRESIDIO 4,368,2.693,2.436,0.092,0.003,0.194,0.303,0.592,0.395,0.074,0.025,15,0.099,108.8,10,6.9,0.0072,0.0002,0.00088,0.00009,0.0002,0.00154,35.8
OCPNO4616,RIO PRESIDIO 4,74,3.468,2.119,0.158,0.004,0.04,0.532,0.734,0.69,0.074,0.025,15,0.09,95.36,9.5,3,0.0126,0.0002,0.00088,0.00023,0.0002,0.00154,32.1
OCPNO4616,RIO PRESIDIO 4,3255,4.464,3.069,0.054,0.025,0.307,0.417,0.803,0.471,0.074,0.047,30,0.087,122.24,10,4.5,0.0132,0.0002,0.00088,0.00009,0.0002,0.00154,31
OCPNO4616,RIO PRESIDIO 4,5475,1.765,1.067,0.127,0.009,0.269,0.577,0.982,0.704,0.1,0.064,100,0.077,91.712,108,102.5,0.0121,0.0002,0.00088,0.00006,0.0002,0.00154,37
OCPNO4616,RIO PRESIDIO 4,7701,3.093,2.677,0.634,0.003,0.127,0,0.764,0.634,0.066,0.005,50,0.11,99.2,16,19,0.00139,0.0002,0.0036,0.00009,0.0002,0.00154,31.5
OCPNO4616,RIO PRESIDIO 4,794,4.5242,4.5242,0.068889,0.0035,0.0507,0.325426,0.448515,0.394315,0.055503,0.0249,30,0.093,108.992,10.5,1.4,0.00139,0.0002,0.00088,0.00006,0.0002,0.00154,29
OCPNO4616,RIO PRESIDIO 4,369,3.2609,3.2485,0.047898,0.003868,0.050836,0.232958,0.33556,0.280856,0.076492,0.041353,10,0.071,94.784,10,3.3,0.00139,0.0002,0.00088,0.000142,0.0002,0.00154,29
OCPNO4616,RIO PRESIDIO 4,457,3.6634,2.1863,0.116684,0.009711,0.106085,0.545395,0.777875,0.662079,0.077651,0.027263,20,0.085,122.752,10,3,0.00139,0.0002,0.0033,0.00006,0.0002,0.00154,36
OCPNO4616,RIO PRESIDIO 4,1019,4.6128,4.5332,0.119085,0.00403,0.264937,0.402378,0.79043,0.521463,0.131668,0.059762,250,0.173,126.72,50,75,0.0082,0.0002,0.00088,0.00009,0.0002,0.00154,38
OCPNO4616,RIO PRESIDIO 4,2755,4.1007,3.4159,0.067181,0.0017,0.1786,0.593362,0.840843,0.660543,0.128058,0.0048,80,0.13836,92.8,30,55,0.00139,0.0002,0.00088,0.000069,0.0002,0.00154,36
OCPNO4616,RIO PRESIDIO 4,24196,3.211,1.4254,0.071559,0.007369,0.217408,0.371941,0.668277,0.4435,0.327399,0.043082,125,0.11433,53.12,36,55,0.00139,0.0002,0.00088,0.00009,0.0002,0.00154,35
OCPNO4616,RIO PRESIDIO 4,960,2.7336,2.3384,0.028696,0.002378,0.004261,0.388666,0.424001,0.417362,0.059873,0.004002,13,0.06092,89.6,10,2,0.00139,0.0002,0.00088,0.00009,0.0002,0.00154,30
OCPNO4616,RIO PRESIDIO 4,2247,1.3243,1.3243,0.051447,0.001147,0.00933,0.262918,0.324842,0.314365,0.03653,0.012219,5,0.06505,84.48,10,0.85,0.00139,0.0002,0.00088,0.00009,0.0002,0.00154,30
OCPNO4616,RIO PRESIDIO 4,5172,2.9115,2.9115,0.050558,0.013386,0.116514,0.391872,0.57233,0.44243,0.060218,0.037716,15,0.07572,87.68,10,1.1,0.00139,0.0002,0.0362,0.000103,0.0002,0.00154,31
OCPNO4616,RIO PRESIDIO 4,8664,3.3657,3.3657,0.149011,0.024337,0.244696,0.341214,0.759258,0.490225,0.076781,0.04813,25,0.07519,128,10,8.2,0.00139,0.0002,0.00088,0.000071,0.0002,0.00154,28
OCPNO4616,RIO PRESIDIO 4,2098,5.0178,4.9444,0.352038,0.013613,0.573969,0.202037,1.141657,0.554075,0.242567,0.13075,100,0.2163,70.4,33.5,66,0.00139,0.0002,0.0086,0.00009,0.0002,0.00154,34
OCPNO4616,RIO PRESIDIO 4,8664,4.7956,4.7712,0.173881,0.0057,0.016145,0.389847,0.585573,0.563728,0.076124,0.005936,70,0.15296,71.68,33.33,32,0.00139,0.0002,0.00088,0.00009,0.0002,0.00154,32
OCPNO4616,RIO PRESIDIO 4,960,3.246,3.246,0.03211,0.00216,0.00217,0.37589,0.41233,0.408,0.04566,0.00587,8,0.077,79.424,10,1.4,0.00139,0.0002,0.00088,0.00009,0.0002,0.00154,30
OCPNO4616,RIO PRESIDIO 4,374,3.6,3.6,0.09144,0.00319,0.01445,0.21391,0.32299,0.30535,0.01767,0.02392,10,0.089,116.8,10,2.3,0.00139,0.0002,0.00088,0.00009,0.0002,0.00154,30
OCPNO4616,RIO PRESIDIO 4,1553,3.319,1.589,0.04056,0.01222,0.07917,0.25101,0.38296,0.29157,0.03972,0.01782,20,0.085,101.888,10,1.5,0.00139,0.0002,0.00088,0.00009,0.0002,0.00154,32
OCPNO4616,RIO PRESIDIO 4,3784,3.89,3.89,0.31348,0.03822,0.4367,0.52512,1.31352,0.8386,0.07414,0.06047,60,0.17,108.16,21.5,23,0.0121,0.0002,0.00088,0.00009,0.0002,0.00154,30
OCPNO4616,RIO PRESIDIO 4,1782,4.769,4.492,0.11786,0.00483,0.10685,0.26529,0.49483,0.38315,0.05229,0.01368,25,0.175,90.368,10,13,0.00139,0.0002,0.00088,0.000076,0.0002,0.00154,33
OCPNO4616,RIO PRESIDIO 4,905,3.201,3.201,0.03635,0.00689,0.24032,0.55928,0.84284,0.59563,0.05155,0.09708,10,0.08,128.064,10,2.4,0.00139,0.0002,0.00088,0.00009,0.0002,0.00154,29
OCPNO4616,RIO PRESIDIO 4,1650,3.004,3.004,0.109074,0.000746,0.008679,0.33561,0.454109,0.444684,0.03225,0.00553,8,0.103,75.712,10,1.7,0.00139,0.0002,0.0161,0.000059,0.0062,0.00154,22.8
OCPNO4616,RIO PRESIDIO 4,4106,3.627,3.627,0.029802,0.0087,0.0123,0.3458,0.396602,0.375602,0.02513,0.0051,10,0.091,89.408,10,1.3,0.00139,0.0002,0.0071,0.00009,0.0002,0.00154,25.2
OCPNO4616,RIO PRESIDIO 4,374,2.804,2.804,0.113817,0.00348,0.050983,0,0.16828,0.113817,0.03566,0.03566,10,0.017,93.44,10,1.9,0.00139,0.0002,0.00088,0.000057,0.0002,0.00154,38.1
OCPNO4616,RIO PRESIDIO 4,2046,3.955,3.92,0.23921,0.007022,0.128272,0.38301,0.757514,0.62222,0.07085,0.01291,80,0.171,73.6,15,25,0.00139,0.0002,0.00088,0.000042,0.0002,0.0132,28.8
OCPNO4616,RIO PRESIDIO 4,448,3.646,3.418,0.050396,0.007097,0.106997,0.48315,0.64764,0.533546,0.20068,0.07182,70,0.124,71.04,11,20,0.00139,0.0002,0.00088,0.000681,0.0129,0.00154,30.2
OCPNO4616,RIO PRESIDIO 4,959,3.391,3.391,0.033285,0.004091,0.061254,0.23307,0.3317,0.266355,0.06321,0.02185,30,0.108,68.48,10,7.2,0.00139,0.00023,0.00088,0.00009,0.0002,0.00154,28.3
OCPNO4616,RIO PRESIDIO 4,930,4.346,3.733,0.338404,0.036195,1.152764,0.32131,1.848673,0.659714,0.16751,0.1002,40,0.186,105.6,30.56,14,0.0144,0.00023,0.0024,0.00009,0.0002,0.00154,26.8
OCPNO4578,RIO SAN LORENZO 7,1183,8.0359,4.4796,0.0757,0.0154,0.2939,0.216,0.601,0.2917,0.047,0.14382,25,0.009,145.28,12.3333,8.9,0.0111,0.0002,0.00088,0.00009,0.0002,0.00154,28.8
OCPNO4578,RIO SAN LORENZO 7,379,4.3722,4.3722,0.01,0.0125,0.3033,0.0384,0.3642,0.0484,0.1709,0.0035,25,0.025,135.04,5,7.2,0.00625,0.0015,0.0025,0.00025,0.0005,0.0025,24.9
OCPNO4578,RIO SAN LORENZO 7,110,2.8264,2.21,0.0568,0.002,0.1929,0.3131,0.5648,0.3699,0.1086,0.001,15,0.0123,165.0432,10,1.9,0.00139,0.0002,0.00088,0.0001,0.0002,0.00154,27.5
OCPNO4578,RIO SAN LORENZO 7,10,3.3349,3.3349,0.0424,0.003,0.0423,0.2792,0.3669,0.3216,0.0784,0.0162,5,0.009,175.36,10,1.9,0.00139,0.0002,0.00088,0.00009,0.0002,0.00154,37.76
OCPNO4578,RIO SAN LORENZO 7,327,3.2999,3.2999,0.0606,0.0036,0.0306,0.2628,0.3576,0.3234,0.0605,0.021,7.5,0.009,188.8,6.6667,1.6,0.0103,0.0002,0.00088,0.00009,0.0002,0.00154,33.7
OCPNO4578,RIO SAN LORENZO 7,5794,2.9334,2.5957,0.0369,0.004,0.0624,0.3191,0.4224,0.356,0.1036,0.0207,15,0.0816,189.44,6.33,2.3,0.016,0.0002,0.00088,0.0001,0.0002,0.00154,35
OCPNO4578,RIO SAN LORENZO 7,24196,4.971,4.847,0.1169,0.0177,0.9065,0.9668,2.0079,1.0837,0.261,0.1226,250,0.1449,157.44,235,187.5,0.00139,0.0002,0.0115,0.001,0.0002,0.0204,40.3
OCPNO4578,RIO SAN LORENZO 7,4884,8.684,6.635,0.03,0.006,1.047,0.734,1.817,0.764,0.163,0.087,125,0.224,138.88,40,50,0.008,0.0002,0.00088,0.0003,0.0002,0.00154,30.5
OCPNO4578,RIO SAN LORENZO 7,1098,2.92,2.74,0.037,0.003,0.124,0.281,0.445,0.318,0.048,0.024,10,0.083,129.664,7.3,3.8,0.0116,0.0002,0.00088,0.000088,0.0002,0.00154,20.9
OCPNO4578,RIO SAN LORENZO 7,235,2.268,1.821,0.217,0.004,0.175,0.171,0.567,0.388,0.058,0.014,2.5,0.089,140.16,7.7,3.8,0.0086,0.0002,0.00088,0.00009,0.0002,0.00154,32
OCPNO4578,RIO SAN LORENZO 7,379,2.159,1.963,0.109,0.003,0.053,0.43,0.595,0.539,0.044,0.014,7.5,0.067,108.16,8,8,0.0116,0.0002,0.00088,0.00118,0.0002,0.00154,43
OCPNO4578,RIO SAN LORENZO 7,24196,2.739,2.725,0.107,0.031,5.281,0.816,6.235,0.923,0.165,0.071,75,0.269,112,67,33,0.0132,0.0002,0.0027,0.00026,0.0002,0.00154,36.2
OCPNO4578,RIO SAN LORENZO 7,12033,2.745,2.745,0.067,0.011,0.297,0.405,0.78,0.472,0.117,0.045,25,0.099,220.8,10,14,0.0161,0.0002,0.00088,0.00009,0.0002,0.00154,38
OCPNO4578,RIO SAN LORENZO 7,5475,3.56,3.339,0.101,0.03,0.683,0.61,1.424,0.711,0.143,0.072,50,0.113,212.48,21,18,0.0089,0.0002,0.0018,0.00014,0.0002,0.00154,34
OCPNO4578,RIO SAN LORENZO 7,1266,5.1151,4.9038,0.042455,0.0029,0.148,0.444911,0.638266,0.487366,0.026739,0.0322,15,0.143,107.392,10.8,5.2,0.00139,0.0002,0.00088,0.00009,0.0002,0.00154,28
OCPNO4578,RIO SAN LORENZO 7,717,2.3476,0.7606,0.069177,0.005481,0.043067,0,0.117725,0.069177,0.063276,0.0572,5,0.071,103.744,12,2.9,0.00139,0.0002,0.00088,0.00009,0.0002,0.00154,35
OCPNO4578,RIO SAN LORENZO 7,1187,3.0444,2.5465,0.070314,0.002938,0.038504,0.250786,0.362542,0.3211,0.0537,0.028789,10,0.083,139.264,10,3.9,0.00139,0.0002,0.00088,0.00007,0.0002,0.00154,34
OCPNO4578,RIO SAN LORENZO 7,906,3.9912,3.9912,0.075807,0.0033,0.0287,0.450183,0.55799,0.52599,0.092719,0.0205,10,0.081,122.24,8.5,6.3,0.0099,0.0002,0.00088,0.00009,0.0002,0.00154,34
OCPNO4578,RIO SAN LORENZO 7,12997,4.4004,0.1216,0.100897,0.025786,0.474961,0.519878,1.121522,0.620775,0.128782,0.080173,30,0.12184,190.08,18,14,0.014,0.0002,0.00088,0.000176,0.0002,0.00154,33
OCPNO4578,RIO SAN LORENZO 7,1274,3.3548,3.2652,0.054832,0.014156,0.844224,0.845504,1.758716,0.900336,0.06329,0.018064,20,0.09946,218.24,10,2.4,0.00139,0.0002,0.00088,0.00009,0.0002,0.00154,30
OCPNO4578,RIO SAN LORENZO 7,2247,3.7113,3.1247,0.047181,0.001237,0.103704,0.322333,0.474455,0.369514,0.040612,0.040612,8,0.08034,115.84,5.5,2.5,0.00139,0.0002,0.0068,0.00009,0.0002,0.00154,35
OCPNO4578,RIO SAN LORENZO 7,5172,3.0599,3.0346,0.068147,0.001416,0.027118,0.336813,0.433494,0.40496,0.047324,0.021222,15,0.07794,111.36,10,1.7,0.00139,0.0002,0.0034,0.00009,0.0002,0.00154,32
OCPNO4578,RIO SAN LORENZO 7,1793,3.4114,3,0.169022,0.007892,0.286525,0.491434,0.954873,0.660456,0.123351,0.046495,30,0.10686,172.16,23.5,14,0.01439,0.0002,0.00088,0.000197,0.0002,0.00154,37
OCPNO4578,RIO SAN LORENZO 7,11199,4.9579,4.6472,0.184823,0.011737,0.53059,0.469118,1.196268,0.653941,0.316517,0.116892,30,0.13699,229.76,16,11,0.00139,0.0002,0.0135,0.00009,0.0067,0.00154,35
OCPNO4578,RIO SAN LORENZO 7,2359,3.9863,3.9863,0.037444,0.013501,0.104837,1.015636,1.171418,1.05308,0.101686,0.022937,20,0.11227,205.44,43,18,0.01013,0.0002,0.00088,0.00009,0.0002,0.00154,33
OCPNO4578,RIO SAN LORENZO 7,2282,3.2687,3.2311,0.057566,0.006263,0.071764,0.339229,0.474822,0.396795,0.117396,0.036465,20,0.09076,117.76,11,9.6,0.00139,0.0002,0.0074,0.00009,0.0002,0.00154,32
OCPNO4578,RIO SAN LORENZO 7,1860,3.773,3.773,0.04892,0.00865,0.09957,0.23373,0.39087,0.28265,0.03596,0.02433,18,0.165,109.44,10,2.5,0.00139,0.0002,0.00088,0.00009,0.0002,0.00154,30
OCPNO4578,RIO SAN LORENZO 7,538,3.464,3.464,0.0593,0.00501,0.11181,0.14683,0.32295,0.20613,0.01836,0.01924,13,0.138,104.96,10,3.8,0.00139,0.0002,0.00088,0.00009,0.0002,0.00154,32
OCPNO4578,RIO SAN LORENZO 7,2909,2.235,2.129,0.06959,0.01416,0.2039,0.28869,0.57634,0.35828,0.22964,0.22964,25,0.094,112,10,3.5,0.00139,0.0002,0.00088,0.00009,0.0002,0.00154,30
OCPNO4578,RIO SAN LORENZO 7,9804,3.357,3.153,0.042749,0.009982,0.179669,0.431407,0.663807,0.474156,0.0671,0.0324,20,0.1,121.6,10,8.3,0.0108,0.0002,0.00088,0.00009,0.0002,0.00154,32
OCPNO4578,RIO SAN LORENZO 7,8664,5.251,5.18,0.04777,0.03752,0.17073,0.78239,1.03841,0.83016,0.13122,0.06552,30,0.187,211.2,56.11,4.9,0.0173,0.0002,0.00088,0.00009,0.0002,0.00154,34
OCPNO4578,RIO SAN LORENZO 7,960,6.74,6.74,0.05627,0.00361,0.14381,0.26292,0.46661,0.31919,0.04584,0.03175,8,0.091,112.64,10,3.2,0.00139,0.0002,0.0092,0.00009,0.0002,0.00154,26
